Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00    40000     0.00     0.00  Point* const& std::forward<Point* const&>(std::remove_reference<Point* const&>::type&)
  0.00      0.00     0.00    30008     0.00     0.00  std::operator==(std::_List_const_iterator<Point*> const&, std::_List_const_iterator<Point*> const&)
  0.00      0.00     0.00    30000     0.00     0.00  std::_List_const_iterator<Point*>::_M_const_cast() const
  0.00      0.00     0.00    29981     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::empty() const
  0.00      0.00     0.00    20008     0.00     0.00  std::__alloc_neq<std::allocator<std::_List_node<Point*> >, true>::_S_do_it(std::allocator<std::_List_node<Point*> > const&, std::allocator<std::_List_node<Point*> > const&)
  0.00      0.00     0.00    20008     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::_M_check_equal_allocators(std::__cxx11::list<Point*, std::allocator<Point*> >&)
  0.00      0.00     0.00    20008     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >* std::__addressof<std::__cxx11::list<Point*, std::allocator<Point*> > >(std::__cxx11::list<Point*, std::allocator<Point*> >&)
  0.00      0.00     0.00    20008     0.00     0.00  std::remove_reference<std::__cxx11::list<Point*, std::allocator<Point*> >&>::type&& std::move<std::__cxx11::list<Point*, std::allocator<Point*> >&>(std::__cxx11::list<Point*, std::allocator<Point*> >&)
  0.00      0.00     0.00    20000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::deallocate(std::_List_node<Point*>*, unsigned long)
  0.00      0.00     0.00    20000     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Point*> >::destroy<Point*>(Point**)
  0.00      0.00     0.00    20000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::allocate(unsigned long, void const*)
  0.00      0.00     0.00    20000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::_M_max_size() const
  0.00      0.00     0.00    20000     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::__allocated_ptr(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*)
  0.00      0.00     0.00    20000     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::~__allocated_ptr()
  0.00      0.00     0.00    20000     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::operator=(decltype(nullptr))
  0.00      0.00     0.00    20000     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<Point*> > >::deallocate(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*, unsigned long)
  0.00      0.00     0.00    20000     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::destroy<Point*>(std::allocator<std::_List_node<Point*> >&, Point**)
  0.00      0.00     0.00    20000     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<Point*> > >::allocate(std::allocator<std::_List_node<Point*> >&, unsigned long)
  0.00      0.00     0.00    20000     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_node()
  0.00      0.00     0.00    20000     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_put_node(std::_List_node<Point*>*)
  0.00      0.00     0.00    20000     0.00     0.00  std::allocator<std::_List_node<Point*> >* std::__addressof<std::allocator<std::_List_node<Point*> > >(std::allocator<std::_List_node<Point*> >&)
  0.00      0.00     0.00    20000     0.00     0.00  operator new(unsigned long, void*)
  0.00      0.00     0.00    19996     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<Point*> >, std::_List_node<Point*> >::_S_on_swap(std::allocator<std::_List_node<Point*> >&, std::allocator<std::_List_node<Point*> >&)
  0.00      0.00     0.00    19996     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::_M_node_count() const
  0.00      0.00     0.00    19996     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::size() const
  0.00      0.00     0.00    19996     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::swap(std::__cxx11::list<Point*, std::allocator<Point*> >&)
  0.00      0.00     0.00    19996     0.00     0.00  void std::__alloc_on_swap<std::allocator<std::_List_node<Point*> > >(std::allocator<std::_List_node<Point*> >&, std::allocator<std::_List_node<Point*> >&)
  0.00      0.00     0.00    19994     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_dec_size(unsigned long)
  0.00      0.00     0.00    19898     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::back()
  0.00      0.00     0.00    19897     0.00     0.00  std::reverse_iterator<std::_List_iterator<Point*> >::operator*() const
  0.00      0.00     0.00    19897     0.00     0.00  std::reverse_iterator<std::_List_iterator<Point*> >::reverse_iterator(std::reverse_iterator<std::_List_iterator<Point*> > const&)
  0.00      0.00     0.00    19897     0.00     0.00  std::reverse_iterator<std::_List_iterator<Point*> >::reverse_iterator(std::_List_iterator<Point*>)
  0.00      0.00     0.00    19897     0.00     0.00  std::reverse_iterator<std::_List_iterator<Point*> >::operator++()
  0.00      0.00     0.00    19897     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::rbegin()
  0.00      0.00     0.00    19897     0.00     0.00  std::iterator_traits<std::reverse_iterator<std::_List_iterator<Point*> > >::iterator_category std::__iterator_category<std::reverse_iterator<std::_List_iterator<Point*> > >(std::reverse_iterator<std::_List_iterator<Point*> > const&)
  0.00      0.00     0.00    19897     0.00     0.00  std::reverse_iterator<std::_List_iterator<Point*> > std::next<std::reverse_iterator<std::_List_iterator<Point*> > >(std::reverse_iterator<std::_List_iterator<Point*> >, std::iterator_traits<std::reverse_iterator<std::_List_iterator<Point*> > >::difference_type)
  0.00      0.00     0.00    19897     0.00     0.00  void std::advance<std::reverse_iterator<std::_List_iterator<Point*> >, long>(std::reverse_iterator<std::_List_iterator<Point*> >&, long)
  0.00      0.00     0.00    19897     0.00     0.00  void std::__advance<std::reverse_iterator<std::_List_iterator<Point*> >, long>(std::reverse_iterator<std::_List_iterator<Point*> >&, long, std::bidirectional_iterator_tag)
  0.00      0.00     0.00    10009     0.00     0.00  std::iterator_traits<std::_List_iterator<Point*> >::iterator_category std::__iterator_category<std::_List_iterator<Point*> >(std::_List_iterator<Point*> const&)
  0.00      0.00     0.00    10008     0.00     0.00  std::_List_const_iterator<Point*>::operator++()
  0.00      0.00     0.00    10008     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::_Finalize_merge::_Finalize_merge(std::__cxx11::list<Point*, std::allocator<Point*> >&, std::__cxx11::list<Point*, std::allocator<Point*> >&, std::_List_iterator<Point*> const&)
  0.00      0.00     0.00    10008     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::_Finalize_merge::~_Finalize_merge()
  0.00      0.00     0.00    10008     0.00     0.00  void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2})
  0.00      0.00     0.00    10008     0.00     0.00  void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2})
  0.00      0.00     0.00    10008     0.00     0.00  long std::__distance<Point*>(std::_List_iterator<Point*>, std::_List_iterator<Point*>, std::input_iterator_tag)
  0.00      0.00     0.00    10008     0.00     0.00  long std::__distance<Point*>(std::_List_const_iterator<Point*>, std::_List_const_iterator<Point*>, std::input_iterator_tag)
  0.00      0.00     0.00    10008     0.00     0.00  std::iterator_traits<std::_List_iterator<Point*> >::difference_type std::distance<std::_List_iterator<Point*> >(std::_List_iterator<Point*>, std::_List_iterator<Point*>)
  0.00      0.00     0.00    10008     0.00     0.00  std::operator!=(std::_List_const_iterator<Point*> const&, std::_List_const_iterator<Point*> const&)
  0.00      0.00     0.00    10001     0.00     0.00  Point::~Point()
  0.00      0.00     0.00    10000     0.00     0.00  Point::Point(float, float)
  0.00      0.00     0.00    10000     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Point*> >::construct<Point*, Point* const&>(Point**, Point* const&)
  0.00      0.00     0.00    10000     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Point*> >::construct<Point*, Point*>(Point**, Point*&&)
  0.00      0.00     0.00    10000     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::construct<Point*, Point* const&>(std::allocator<std::_List_node<Point*> >&, Point**, Point* const&)
  0.00      0.00     0.00    10000     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::construct<Point*, Point*>(std::allocator<std::_List_node<Point*> >&, Point**, Point*&&)
  0.00      0.00     0.00    10000     0.00     0.00  std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point* const&>(Point* const&)
  0.00      0.00     0.00    10000     0.00     0.00  std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&)
  0.00      0.00     0.00    10000     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>)
  0.00      0.00     0.00    10000     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&, std::_List_const_iterator<Point*>)
  0.00      0.00     0.00    10000     0.00     0.00  void std::__cxx11::list<Point*, std::allocator<Point*> >::_M_insert<Point* const&>(std::_List_iterator<Point*>, Point* const&)
  0.00      0.00     0.00    10000     0.00     0.00  void std::__cxx11::list<Point*, std::allocator<Point*> >::_M_insert<Point*>(std::_List_iterator<Point*>, Point*&&)
  0.00      0.00     0.00    10000     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::push_back(Point*&&)
  0.00      0.00     0.00    10000     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::push_back(Point* const&)
  0.00      0.00     0.00    10000     0.00     0.00  std::remove_reference<Point*&>::type&& std::move<Point*&>(Point*&)
  0.00      0.00     0.00     9999     0.00     0.00  bool __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}>::operator()<std::_List_iterator<Point*>, std::_List_iterator<Point*> >(std::_List_iterator<Point*>, std::_List_iterator<Point*>)
  0.00      0.00     0.00     9999     0.00     0.00  convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}::operator()(Point*, Point*) const
  0.00      0.00     0.00     9994     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::_M_erase(std::_List_iterator<Point*>)
  0.00      0.00     0.00     9994     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::pop_back()
  0.00      0.00     0.00       68     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::~new_allocator()
  0.00      0.00     0.00       68     0.00     0.00  std::allocator<std::_List_node<Point*> >::~allocator()
  0.00      0.00     0.00       68     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_impl::~_List_impl()
  0.00      0.00     0.00       68     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_clear()
  0.00      0.00     0.00       68     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::~_List_base()
  0.00      0.00     0.00       68     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::~list()
  0.00      0.00     0.00       68     0.00     0.00  std::__detail::_List_node_header::_M_init()
  0.00      0.00     0.00       67     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::new_allocator()
  0.00      0.00     0.00       67     0.00     0.00  std::allocator<std::_List_node<Point*> >::allocator()
  0.00      0.00     0.00       67     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_impl::_List_impl()
  0.00      0.00     0.00       67     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_base()
  0.00      0.00     0.00       67     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::list()
  0.00      0.00     0.00       67     0.00     0.00  std::__detail::_List_node_header::_List_node_header()
  0.00      0.00     0.00        3     0.00     0.00  std::__detail::_List_node_header::_M_base()
  0.00      0.00     0.00        2     0.00     0.00  std::remove_reference<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}&>::type&& std::move<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}&>(convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}&)
  0.00      0.00     0.00        1     0.00     0.00  convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)
  0.00      0.00     0.00        1     0.00     0.00  polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  Point::Point(Point const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<Point*> > const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}>::_Iter_comp_iter(convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1})
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}> __gnu_cxx::__ops::__iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}>(convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1})
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<Point*> >::allocator(std::allocator<std::_List_node<Point*> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_impl::_List_impl(std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_impl&&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_base(std::__cxx11::_List_base<Point*, std::allocator<Point*> >&&)
  0.00      0.00     0.00        1     0.00     0.00  void std::__cxx11::list<Point*, std::allocator<Point*> >::sort<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2})
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::front()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::list(std::__cxx11::list<Point*, std::allocator<Point*> >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_List_node_header::_List_node_header(std::__detail::_List_node_header&&)
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<Point*> std::min_element<std::_List_iterator<Point*>, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}>(std::_List_iterator<Point*>, std::_List_iterator<Point*>, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1})
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<Point*> std::__min_element<std::_List_iterator<Point*>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}> >(std::_List_iterator<Point*>, std::_List_iterator<Point*>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}>)
  0.00      0.00     0.00        1     0.00     0.00  std::abs(float)
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<Point*> std::next<std::_List_iterator<Point*> >(std::_List_iterator<Point*>, std::iterator_traits<std::_List_iterator<Point*> >::difference_type)
  0.00      0.00     0.00        1     0.00     0.00  void std::advance<std::_List_iterator<Point*>, long>(std::_List_iterator<Point*>&, long)
  0.00      0.00     0.00        1     0.00     0.00  void std::__advance<std::_List_iterator<Point*>, long>(std::_List_iterator<Point*>&, long, std::bidirectional_iterator_tag)
  0.00      0.00     0.00        1     0.00     0.00  std::operator==(std::_List_iterator<Point*> const&, std::_List_iterator<Point*> const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00      12/613850      polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00   39990/613850      convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}::operator()(Point*, Point*) const [94]
                0.00    0.00   79588/613850      convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
                0.00    0.00  494260/613850      comparePolar(Point*, Point*, Point&) [18]
[8]      0.0    0.00    0.00  613850         Point::getY() const [8]
-----------------------------------------------
                0.00    0.00      12/574048      polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00     188/574048      convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}::operator()(Point*, Point*) const [94]
                0.00    0.00   79588/574048      convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
                0.00    0.00  494260/574048      comparePolar(Point*, Point*, Point&) [18]
[9]      0.0    0.00    0.00  574048         Point::getX() const [9]
-----------------------------------------------
                0.00    0.00  366935/366935      std::_List_node<Point*>::_M_valptr() [12]
[10]     0.0    0.00    0.00  366935         __gnu_cxx::__aligned_membuf<Point*>::_M_ptr() [10]
                0.00    0.00  366935/366935      __gnu_cxx::__aligned_membuf<Point*>::_M_addr() [11]
-----------------------------------------------
                0.00    0.00  366935/366935      __gnu_cxx::__aligned_membuf<Point*>::_M_ptr() [10]
[11]     0.0    0.00    0.00  366935         __gnu_cxx::__aligned_membuf<Point*>::_M_addr() [11]
-----------------------------------------------
                0.00    0.00    9994/366935      std::__cxx11::list<Point*, std::allocator<Point*> >::_M_erase(std::_List_iterator<Point*>) [95]
                0.00    0.00   10000/366935      std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point* const&>(Point* const&) [84]
                0.00    0.00   10000/366935      std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&) [85]
                0.00    0.00   10006/366935      std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_clear() [100]
                0.00    0.00  326935/366935      std::_List_iterator<Point*>::operator*() const [13]
[12]     0.0    0.00    0.00  366935         std::_List_node<Point*>::_M_valptr() [12]
                0.00    0.00  366935/366935      __gnu_cxx::__aligned_membuf<Point*>::_M_ptr() [10]
-----------------------------------------------
                0.00    0.00       1/326935      std::__cxx11::list<Point*, std::allocator<Point*> >::front() [123]
                0.00    0.00      10/326935      polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00   10000/326935      main [6]
                0.00    0.00   10001/326935      convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
                0.00    0.00   19897/326935      std::reverse_iterator<std::_List_iterator<Point*> >::operator*() const [59]
                0.00    0.00   19898/326935      std::__cxx11::list<Point*, std::allocator<Point*> >::back() [58]
                0.00    0.00   19998/326935      bool __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}>::operator()<std::_List_iterator<Point*>, std::_List_iterator<Point*> >(std::_List_iterator<Point*>, std::_List_iterator<Point*>) [93]
                0.00    0.00  247130/326935      void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[13]     0.0    0.00    0.00  326935         std::_List_iterator<Point*>::operator*() const [13]
                0.00    0.00  326935/366935      std::_List_node<Point*>::_M_valptr() [12]
-----------------------------------------------
                0.00    0.00       6/302080      polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00   10000/302080      std::_List_iterator<Point*> std::__min_element<std::_List_iterator<Point*>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}> >(std::_List_iterator<Point*>, std::_List_iterator<Point*>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}>) [127]
                0.00    0.00   10001/302080      convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
                0.00    0.00   10001/302080      main [6]
                0.00    0.00  272072/302080      void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[14]     0.0    0.00    0.00  302080         std::operator!=(std::_List_iterator<Point*> const&, std::_List_iterator<Point*> const&) [14]
-----------------------------------------------
                0.00    0.00  247130/247130      comparePolar(Point*, Point*, Point&) [18]
[15]     0.0    0.00    0.00  247130         std::atan2(float, float) [15]
-----------------------------------------------
                0.00    0.00    9994/169843      std::__cxx11::list<Point*, std::allocator<Point*> >::pop_back() [96]
                0.00    0.00   30000/169843      std::_List_const_iterator<Point*>::_M_const_cast() const [32]
                0.00    0.00   40021/169843      std::__cxx11::list<Point*, std::allocator<Point*> >::begin() [27]
                0.00    0.00   89828/169843      std::__cxx11::list<Point*, std::allocator<Point*> >::end() [21]
[16]     0.0    0.00    0.00  169843         std::_List_iterator<Point*>::_List_iterator(std::__detail::_List_node_base*) [16]
-----------------------------------------------
                0.00    0.00       1/163576      void std::__advance<std::_List_iterator<Point*>, long>(std::_List_iterator<Point*>&, long, std::bidirectional_iterator_tag) [131]
                0.00    0.00      10/163576      polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00   10000/163576      convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
                0.00    0.00   10000/163576      main [6]
                0.00    0.00   10000/163576      std::_List_iterator<Point*> std::__min_element<std::_List_iterator<Point*>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}> >(std::_List_iterator<Point*>, std::_List_iterator<Point*>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#1}>) [127]
                0.00    0.00   10000/163576      std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
                0.00    0.00  123565/163576      void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[17]     0.0    0.00    0.00  163576         std::_List_iterator<Point*>::operator++() [17]
-----------------------------------------------
